park_name,scientific_name,category,common_names,conservation_status,observations
Yellowstone,Potamogeton foliosus ssp. fibrillosus,Vascular Plant,Leafy Pondweed,Least Concern,240
Yosemite,Potamogeton foliosus ssp. fibrillosus,Vascular Plant,Leafy Pondweed,Least Concern,131
Bryce,Potamogeton foliosus ssp. foliosus,Vascular Plant,Leafy Pondweed,Least Concern,95
Great Smoky Mountains,Potamogeton foliosus ssp. foliosus,Vascular Plant,Leafy Pondweed,Least Concern,106
Yellowstone,Potamogeton foliosus ssp. foliosus,Vascular Plant,Leafy Pondweed,Least Concern,235
Yosemite,Potamogeton foliosus ssp. foliosus,Vascular Plant,Leafy Pondweed,Least Concern,110
Bryce,Potamogeton foliosus var. foliosus,Vascular Plant,Leafy Pondweed,Least Concern,89
Great Smoky Mountains,Potamogeton foliosus var. foliosus,Vascular Plant,Leafy Pondweed,Least Concern,68
Yellowstone,Potamogeton foliosus var. foliosus,Vascular Plant,Leafy Pondweed,Least Concern,289
Yosemite,Potamogeton foliosus var. foliosus,Vascular Plant,Leafy Pondweed,Least Concern,176
Bryce,Potamogeton friesii,Vascular Plant,Fries' Pondweed,Least Concern,109
Great Smoky Mountains,Potamogeton friesii,Vascular Plant,Fries' Pondweed,Least Concern,67
Yellowstone,Potamogeton friesii,Vascular Plant,Fries' Pondweed,Least Concern,262
Yosemite,Potamogeton friesii,Vascular Plant,Fries' Pondweed,Least Concern,138
Bryce,Potamogeton gramineus,Vascular Plant,Variableleaf Pondweed,Least Concern,128
Great Smoky Mountains,Potamogeton gramineus,Vascular Plant,Variableleaf Pondweed,Least Concern,49
Yellowstone,Potamogeton gramineus,Vascular Plant,Variableleaf Pondweed,Least Concern,214
Yosemite,Potamogeton gramineus,Vascular Plant,Variableleaf Pondweed,Least Concern,149
Bryce,Potamogeton natans,Vascular Plant,Floatingleaf Pondweed,Least Concern,112
Great Smoky Mountains,Potamogeton natans,Vascular Plant,Floatingleaf Pondweed,Least Concern,94
Yellowstone,Potamogeton natans,Vascular Plant,Floatingleaf Pondweed,Least Concern,238
Yosemite,Potamogeton natans,Vascular Plant,Floatingleaf Pondweed,Least Concern,137
Bryce,Potamogeton nodosus,Vascular Plant,Long-Leaf Pondweed,Least Concern,188
Great Smoky Mountains,Potamogeton nodosus,Vascular Plant,Long-Leaf Pondweed,Least Concern,180
Yellowstone,Potamogeton nodosus,Vascular Plant,Long-Leaf Pondweed,Least Concern,434
Yosemite,Potamogeton nodosus,Vascular Plant,Long-Leaf Pondweed,Least Concern,322
Bryce,Potamogeton obtusifolius,Vascular Plant,Bluntleaf Pondweed,Least Concern,99
Great Smoky Mountains,Potamogeton obtusifolius,Vascular Plant,Bluntleaf Pondweed,Least Concern,102
Yellowstone,Potamogeton obtusifolius,Vascular Plant,Bluntleaf Pondweed,Least Concern,265
Yosemite,Potamogeton obtusifolius,Vascular Plant,Bluntleaf Pondweed,Least Concern,182
Bryce,Potamogeton praelongus,Vascular Plant,White-Stem Pondweed,Least Concern,122
Great Smoky Mountains,Potamogeton praelongus,Vascular Plant,White-Stem Pondweed,Least Concern,96
Yellowstone,Potamogeton praelongus,Vascular Plant,White-Stem Pondweed,Least Concern,251
Yosemite,Potamogeton praelongus,Vascular Plant,White-Stem Pondweed,Least Concern,195
Bryce,Potamogeton pulcher,Vascular Plant,Spotted Pondweed,Least Concern,72
Great Smoky Mountains,Potamogeton pulcher,Vascular Plant,Spotted Pondweed,Least Concern,87
Yellowstone,Potamogeton pulcher,Vascular Plant,Spotted Pondweed,Least Concern,256
Yosemite,Potamogeton pulcher,Vascular Plant,Spotted Pondweed,Least Concern,169
Bryce,Potamogeton pusillus,Vascular Plant,Small Pondweed,Least Concern,103
Great Smoky Mountains,Potamogeton pusillus,Vascular Plant,Small Pondweed,Least Concern,53
Yellowstone,Potamogeton pusillus,Vascular Plant,Small Pondweed,Least Concern,239
Yosemite,Potamogeton pusillus,Vascular Plant,Small Pondweed,Least Concern,132
Bryce,Potamogeton pusillus ssp. pusillus,Vascular Plant,Small Pondweed,Least Concern,136
Great Smoky Mountains,Potamogeton pusillus ssp. pusillus,Vascular Plant,Small Pondweed,Least Concern,96
Yellowstone,Potamogeton pusillus ssp. pusillus,Vascular Plant,Small Pondweed,Least Concern,296
Yosemite,Potamogeton pusillus ssp. pusillus,Vascular Plant,Small Pondweed,Least Concern,106
Bryce,Potamogeton pusillus ssp. tenuissimus,Vascular Plant,Small Pondweed,Least Concern,99
Great Smoky Mountains,Potamogeton pusillus ssp. tenuissimus,Vascular Plant,Small Pondweed,Least Concern,46
Yellowstone,Potamogeton pusillus ssp. tenuissimus,Vascular Plant,Small Pondweed,Least Concern,234
Yosemite,Potamogeton pusillus ssp. tenuissimus,Vascular Plant,Small Pondweed,Least Concern,117
Bryce,Potamogeton pusillus var. tenuissimus,Vascular Plant,Small Pondweed,Least Concern,58
Great Smoky Mountains,Potamogeton pusillus var. tenuissimus,Vascular Plant,Small Pondweed,Least Concern,101
Yellowstone,Potamogeton pusillus var. tenuissimus,Vascular Plant,Small Pondweed,Least Concern,268
Yosemite,Potamogeton pusillus var. tenuissimus,Vascular Plant,Small Pondweed,Least Concern,147
Bryce,Potamogeton robbinsii,Vascular Plant,Robbins' Pondweed,Least Concern,77
Great Smoky Mountains,Potamogeton robbinsii,Vascular Plant,Robbins' Pondweed,Least Concern,75
Yellowstone,Potamogeton robbinsii,Vascular Plant,Robbins' Pondweed,Least Concern,263
Yosemite,Potamogeton robbinsii,Vascular Plant,Robbins' Pondweed,Least Concern,139
Bryce,Potamogeton strictifolius,Vascular Plant,Straight-Leaf Pondweed,Least Concern,95
Great Smoky Mountains,Potamogeton strictifolius,Vascular Plant,Straight-Leaf Pondweed,Least Concern,58
Yellowstone,Potamogeton strictifolius,Vascular Plant,Straight-Leaf Pondweed,Least Concern,263
Yosemite,Potamogeton strictifolius,Vascular Plant,Straight-Leaf Pondweed,Least Concern,179
Bryce,Potamogeton zosteriformis,Vascular Plant,Flat-Stemmed Pondweed,Least Concern,117
Great Smoky Mountains,Potamogeton zosteriformis,Vascular Plant,Flat-Stemmed Pondweed,Least Concern,62
Yellowstone,Potamogeton zosteriformis,Vascular Plant,Flat-Stemmed Pondweed,Least Concern,246
Yosemite,Potamogeton zosteriformis,Vascular Plant,Flat-Stemmed Pondweed,Least Concern,119
Bryce,Potentilla anserina,Vascular Plant,Silverweed Cinquefoil,Least Concern,96
Great Smoky Mountains,Potentilla anserina,Vascular Plant,Silverweed Cinquefoil,Least Concern,99
Yellowstone,Potentilla anserina,Vascular Plant,Silverweed Cinquefoil,Least Concern,250
Yosemite,Potentilla anserina,Vascular Plant,Silverweed Cinquefoil,Least Concern,142
Bryce,Potentilla argentea,Vascular Plant,Silver-Leaf Cinquefoil,Least Concern,186
Great Smoky Mountains,Potentilla argentea,Vascular Plant,Silver-Leaf Cinquefoil,Least Concern,137
Yellowstone,Potentilla argentea,Vascular Plant,Silver-Leaf Cinquefoil,Least Concern,483
Yosemite,Potentilla argentea,Vascular Plant,Silver-Leaf Cinquefoil,Least Concern,274
Bryce,Potentilla arguta,Vascular Plant,Tall Cinquefoil,Least Concern,111
Great Smoky Mountains,Potentilla arguta,Vascular Plant,Tall Cinquefoil,Least Concern,49
Yellowstone,Potentilla arguta,Vascular Plant,Tall Cinquefoil,Least Concern,258
Yosemite,Potentilla arguta,Vascular Plant,Tall Cinquefoil,Least Concern,124
Bryce,Potentilla biennis,Vascular Plant,Biennial Cinquefoil,Least Concern,69
Great Smoky Mountains,Potentilla biennis,Vascular Plant,Biennial Cinquefoil,Least Concern,58
Yellowstone,Potentilla biennis,Vascular Plant,Biennial Cinquefoil,Least Concern,221
Yosemite,Potentilla biennis,Vascular Plant,Biennial Cinquefoil,Least Concern,177
Bryce,Potentilla canadensis,Vascular Plant,Dwarf Cinquefoil,Least Concern,99
Great Smoky Mountains,Potentilla canadensis,Vascular Plant,Dwarf Cinquefoil,Least Concern,72
Yellowstone,Potentilla canadensis,Vascular Plant,Dwarf Cinquefoil,Least Concern,227
Yosemite,Potentilla canadensis,Vascular Plant,Dwarf Cinquefoil,Least Concern,117
Bryce,Potentilla diversifolia var. diversifolia,Vascular Plant,Varileaf Cinquefoil,Least Concern,96
Great Smoky Mountains,Potentilla diversifolia var. diversifolia,Vascular Plant,Varileaf Cinquefoil,Least Concern,121
Yellowstone,Potentilla diversifolia var. diversifolia,Vascular Plant,Varileaf Cinquefoil,Least Concern,254
Yosemite,Potentilla diversifolia var. diversifolia,Vascular Plant,Varileaf Cinquefoil,Least Concern,149
Bryce,Potentilla diversifolia var. perdissecta,Vascular Plant,Mountain-Meadow Cinquefoil,Least Concern,74
Great Smoky Mountains,Potentilla diversifolia var. perdissecta,Vascular Plant,Mountain-Meadow Cinquefoil,Least Concern,72
Yellowstone,Potentilla diversifolia var. perdissecta,Vascular Plant,Mountain-Meadow Cinquefoil,Least Concern,250
Yosemite,Potentilla diversifolia var. perdissecta,Vascular Plant,Mountain-Meadow Cinquefoil,Least Concern,130
Bryce,Potentilla drummondii ssp. breweri,Vascular Plant,Drummond's Cinquefoil,Least Concern,120
Great Smoky Mountains,Potentilla drummondii ssp. breweri,Vascular Plant,Drummond's Cinquefoil,Least Concern,56
Yellowstone,Potentilla drummondii ssp. breweri,Vascular Plant,Drummond's Cinquefoil,Least Concern,258
Yosemite,Potentilla drummondii ssp. breweri,Vascular Plant,Drummond's Cinquefoil,Least Concern,156
Bryce,Potentilla drummondii ssp. bruceae,Vascular Plant,Drummond's Cinquefoil,Least Concern,127
Great Smoky Mountains,Potentilla drummondii ssp. bruceae,Vascular Plant,Drummond's Cinquefoil,Least Concern,131
Yellowstone,Potentilla drummondii ssp. bruceae,Vascular Plant,Drummond's Cinquefoil,Least Concern,236
Yosemite,Potentilla drummondii ssp. bruceae,Vascular Plant,Drummond's Cinquefoil,Least Concern,133
Bryce,Potentilla drummondii ssp. drummondii,Vascular Plant,Drummond's Cinquefoil,Least Concern,130
Great Smoky Mountains,Potentilla drummondii ssp. drummondii,Vascular Plant,Drummond's Cinquefoil,Least Concern,64
Yellowstone,Potentilla drummondii ssp. drummondii,Vascular Plant,Drummond's Cinquefoil,Least Concern,266
Yosemite,Potentilla drummondii ssp. drummondii,Vascular Plant,Drummond's Cinquefoil,Least Concern,153
Bryce,Potentilla flabellifolia,Vascular Plant,Mount Rainier Cinquefoil,Least Concern,124
Great Smoky Mountains,Potentilla flabellifolia,Vascular Plant,Mount Rainier Cinquefoil,Least Concern,91
Yellowstone,Potentilla flabellifolia,Vascular Plant,Mount Rainier Cinquefoil,Least Concern,246
Yosemite,Potentilla flabellifolia,Vascular Plant,Mount Rainier Cinquefoil,Least Concern,116
Bryce,Potentilla fruticosa,Vascular Plant,Widdy,Least Concern,71
Great Smoky Mountains,Potentilla fruticosa,Vascular Plant,Widdy,Least Concern,52
Yellowstone,Potentilla fruticosa,Vascular Plant,Widdy,Least Concern,256
Yosemite,Potentilla fruticosa,Vascular Plant,Widdy,Least Concern,148
Bryce,Potentilla glandulosa,Vascular Plant,Sticky Cinquefoil,Least Concern,79
Great Smoky Mountains,Potentilla glandulosa,Vascular Plant,Sticky Cinquefoil,Least Concern,82
Yellowstone,Potentilla glandulosa,Vascular Plant,Sticky Cinquefoil,Least Concern,234
Yosemite,Potentilla glandulosa,Vascular Plant,Sticky Cinquefoil,Least Concern,139
Bryce,Potentilla glandulosa ssp. glandulosa,Vascular Plant,Sticky Cinquefoil,Least Concern,122
Great Smoky Mountains,Potentilla glandulosa ssp. glandulosa,Vascular Plant,Sticky Cinquefoil,Least Concern,77
Yellowstone,Potentilla glandulosa ssp. glandulosa,Vascular Plant,Sticky Cinquefoil,Least Concern,220
Yosemite,Potentilla glandulosa ssp. glandulosa,Vascular Plant,Sticky Cinquefoil,Least Concern,169
Bryce,Potentilla glandulosa ssp. hansenii,Vascular Plant,Hansen's Cinquefoil,Least Concern,83
Great Smoky Mountains,Potentilla glandulosa ssp. hansenii,Vascular Plant,Hansen's Cinquefoil,Least Concern,101
Yellowstone,Potentilla glandulosa ssp. hansenii,Vascular Plant,Hansen's Cinquefoil,Least Concern,254
Yosemite,Potentilla glandulosa ssp. hansenii,Vascular Plant,Hansen's Cinquefoil,Least Concern,188
Bryce,Potentilla glandulosa ssp. nevadensis,Vascular Plant,Nevada Cinquefoil,Least Concern,92
Great Smoky Mountains,Potentilla glandulosa ssp. nevadensis,Vascular Plant,Nevada Cinquefoil,Least Concern,106
Yellowstone,Potentilla glandulosa ssp. nevadensis,Vascular Plant,Nevada Cinquefoil,Least Concern,239
Yosemite,Potentilla glandulosa ssp. nevadensis,Vascular Plant,Nevada Cinquefoil,Least Concern,138
Bryce,Potentilla glandulosa ssp. reflexa,Vascular Plant,Sticky Cinquefoil,Least Concern,136
Great Smoky Mountains,Potentilla glandulosa ssp. reflexa,Vascular Plant,Sticky Cinquefoil,Least Concern,91
Yellowstone,Potentilla glandulosa ssp. reflexa,Vascular Plant,Sticky Cinquefoil,Least Concern,280
Yosemite,Potentilla glandulosa ssp. reflexa,Vascular Plant,Sticky Cinquefoil,Least Concern,143
Bryce,Potentilla gracilis,Vascular Plant,Slender Cinquefoil,Least Concern,77
Great Smoky Mountains,Potentilla gracilis,Vascular Plant,Slender Cinquefoil,Least Concern,35
Yellowstone,Potentilla gracilis,Vascular Plant,Slender Cinquefoil,Least Concern,265
Yosemite,Potentilla gracilis,Vascular Plant,Slender Cinquefoil,Least Concern,167
Bryce,Potentilla gracilis var. brunnescens,Vascular Plant,Slender Cinquefoil,Least Concern,119
Great Smoky Mountains,Potentilla gracilis var. brunnescens,Vascular Plant,Slender Cinquefoil,Least Concern,64
Yellowstone,Potentilla gracilis var. brunnescens,Vascular Plant,Slender Cinquefoil,Least Concern,238
Yosemite,Potentilla gracilis var. brunnescens,Vascular Plant,Slender Cinquefoil,Least Concern,140
Bryce,Potentilla gracilis var. fastigiata,Vascular Plant,Slender Cinquefoil,Least Concern,83
Great Smoky Mountains,Potentilla gracilis var. fastigiata,Vascular Plant,Slender Cinquefoil,Least Concern,74
Yellowstone,Potentilla gracilis var. fastigiata,Vascular Plant,Slender Cinquefoil,Least Concern,253
Yosemite,Potentilla gracilis var. fastigiata,Vascular Plant,Slender Cinquefoil,Least Concern,130
Bryce,Potentilla gracilis var. flabelliformis,Vascular Plant,Slender Cinquefoil,Least Concern,87
Great Smoky Mountains,Potentilla gracilis var. flabelliformis,Vascular Plant,Slender Cinquefoil,Least Concern,80
Yellowstone,Potentilla gracilis var. flabelliformis,Vascular Plant,Slender Cinquefoil,Least Concern,278
Yosemite,Potentilla gracilis var. flabelliformis,Vascular Plant,Slender Cinquefoil,Least Concern,150
Bryce,Potentilla grayi,Vascular Plant,Gray's Cinquefoil,Least Concern,85
Great Smoky Mountains,Potentilla grayi,Vascular Plant,Gray's Cinquefoil,Least Concern,59
Yellowstone,Potentilla grayi,Vascular Plant,Gray's Cinquefoil,Least Concern,221
Yosemite,Potentilla grayi,Vascular Plant,Gray's Cinquefoil,Least Concern,173
Bryce,Potentilla hippiana var. hippiana,Vascular Plant,Woolly Cinquefoil,Least Concern,95
Great Smoky Mountains,Potentilla hippiana var. hippiana,Vascular Plant,Woolly Cinquefoil,Least Concern,63
Yellowstone,Potentilla hippiana var. hippiana,Vascular Plant,Woolly Cinquefoil,Least Concern,271
Yosemite,Potentilla hippiana var. hippiana,Vascular Plant,Woolly Cinquefoil,Least Concern,170
Bryce,Potentilla nivea,Vascular Plant,Snowy Cinquefoil,Least Concern,77
Great Smoky Mountains,Potentilla nivea,Vascular Plant,Snowy Cinquefoil,Least Concern,75
Yellowstone,Potentilla nivea,Vascular Plant,Snowy Cinquefoil,Least Concern,229
Yosemite,Potentilla nivea,Vascular Plant,Snowy Cinquefoil,Least Concern,131
Bryce,Potentilla norvegica,Vascular Plant,Norwegian Cinquefoil,Least Concern,221
Great Smoky Mountains,Potentilla norvegica,Vascular Plant,Norwegian Cinquefoil,Least Concern,131
Yellowstone,Potentilla norvegica,Vascular Plant,Norwegian Cinquefoil,Least Concern,480
Yosemite,Potentilla norvegica,Vascular Plant,Norwegian Cinquefoil,Least Concern,296
Bryce,Potentilla ovina var. ovina,Vascular Plant,Sheep Cinquefoil,Least Concern,104
Great Smoky Mountains,Potentilla ovina var. ovina,Vascular Plant,Sheep Cinquefoil,Least Concern,56
Yellowstone,Potentilla ovina var. ovina,Vascular Plant,Sheep Cinquefoil,Least Concern,247
Yosemite,Potentilla ovina var. ovina,Vascular Plant,Sheep Cinquefoil,Least Concern,156
Bryce,Potentilla pensylvanica,Vascular Plant,Prairie Cinquefoil,Least Concern,105
Great Smoky Mountains,Potentilla pensylvanica,Vascular Plant,Prairie Cinquefoil,Least Concern,72
Yellowstone,Potentilla pensylvanica,Vascular Plant,Prairie Cinquefoil,Least Concern,223
Yosemite,Potentilla pensylvanica,Vascular Plant,Prairie Cinquefoil,Least Concern,162
Bryce,Potentilla pseudosericea,Vascular Plant,Silky Cinquefoil,Least Concern,72
Great Smoky Mountains,Potentilla pseudosericea,Vascular Plant,Silky Cinquefoil,Least Concern,83
Yellowstone,Potentilla pseudosericea,Vascular Plant,Silky Cinquefoil,Least Concern,253
Yosemite,Potentilla pseudosericea,Vascular Plant,Silky Cinquefoil,Least Concern,188
Bryce,Potentilla recta,Vascular Plant,Sulphur Cinquefoil,Least Concern,190
Great Smoky Mountains,Potentilla recta,Vascular Plant,Sulphur Cinquefoil,Least Concern,174
Yellowstone,Potentilla recta,Vascular Plant,Sulphur Cinquefoil,Least Concern,484
Yosemite,Potentilla recta,Vascular Plant,Sulphur Cinquefoil,Least Concern,319
Bryce,Potentilla rubricaulis,Vascular Plant,Rocky Mountain Cinquefoil,Least Concern,98
Great Smoky Mountains,Potentilla rubricaulis,Vascular Plant,Rocky Mountain Cinquefoil,Least Concern,67
Yellowstone,Potentilla rubricaulis,Vascular Plant,Rocky Mountain Cinquefoil,Least Concern,253
Yosemite,Potentilla rubricaulis,Vascular Plant,Rocky Mountain Cinquefoil,Least Concern,167
Bryce,Potentilla simplex,Vascular Plant,Old-Field Cinquefoil,Least Concern,98
Great Smoky Mountains,Potentilla simplex,Vascular Plant,Old-Field Cinquefoil,Least Concern,80
Yellowstone,Potentilla simplex,Vascular Plant,Old-Field Cinquefoil,Least Concern,260
Yosemite,Potentilla simplex,Vascular Plant,Old-Field Cinquefoil,Least Concern,143
Bryce,Potentilla wheeleri,Vascular Plant,Kern Cinquefoil,Least Concern,81
Great Smoky Mountains,Potentilla wheeleri,Vascular Plant,Kern Cinquefoil,Least Concern,85
Yellowstone,Potentilla wheeleri,Vascular Plant,Kern Cinquefoil,Least Concern,215
Yosemite,Potentilla wheeleri,Vascular Plant,Kern Cinquefoil,Least Concern,117
Bryce,Prenanthes alba,Vascular Plant,White Rattlesnake-Root,Least Concern,105
Great Smoky Mountains,Prenanthes alba,Vascular Plant,White Rattlesnake-Root,Least Concern,90
Yellowstone,Prenanthes alba,Vascular Plant,White Rattlesnake-Root,Least Concern,238
Yosemite,Prenanthes alba,Vascular Plant,White Rattlesnake-Root,Least Concern,149
Bryce,Prenanthes altissima,Vascular Plant,Tall Rattlesnake-Root,Least Concern,77
Great Smoky Mountains,Prenanthes altissima,Vascular Plant,Tall Rattlesnake-Root,Least Concern,81
Yellowstone,Prenanthes altissima,Vascular Plant,Tall Rattlesnake-Root,Least Concern,265
Yosemite,Prenanthes altissima,Vascular Plant,Tall Rattlesnake-Root,Least Concern,129
Bryce,Prenanthes roanensis,Vascular Plant,Roan's Rattlesnakeroot,Least Concern,118
Great Smoky Mountains,Prenanthes roanensis,Vascular Plant,Roan's Rattlesnakeroot,Least Concern,34
